"ID","Primary.Type","month","Latitude","Longitude","CountWithinRadius"
11722639,"NARCOTICS","06",42.011694602,-87.690237586,1
11740269,"CRIMINAL DAMAGE","06",41.995267144,-87.660425231,5
11738387,"THEFT","06",41.939362537,-87.703031512,2
11729630,"BATTERY","06",41.965961632,-87.654791654,2
11731111,"CRIMINAL DAMAGE","06",41.772416812,-87.587329215,1
11714799,"MOTOR VEHICLE THEFT","06",41.968998985,-87.778313208,1
11736164,"ROBBERY","06",41.917671378,-87.658933611,2
11710888,"ASSAULT","06",41.754181599,-87.584472897,1
11725969,"ROBBERY","06",41.733512576,-87.637463319,2
11717561,"BATTERY","06",41.884984374,-87.701315114,7
11708679,"ASSAULT","06",41.92234616,-87.799500794,1
11729093,"DECEPTIVE PRACTICE","06",41.750834856,-87.631181851,2
11729762,"BURGLARY","06",41.744378879,-87.658430635,2
11714649,"BATTERY","06",41.706263582,-87.639170836,1
11733264,"CRIMINAL DAMAGE","06",41.766995622,-87.64608973,1
11707450,"THEFT","06",41.779806409,-87.641131698,3
11714629,"CRIMINAL DAMAGE","06",41.714064124,-87.635739274,1
11738916,"WEAPONS VIOLATION","06",41.884072968,-87.772592878,1
11730811,"ASSAULT","06",41.744462438,-87.575857383,2
11740692,"BATTERY","06",41.893332465,-87.667817232,1
11722150,"THEFT","06",41.953584404,-87.73350404,1
11735810,"ROBBERY","06",41.976181463,-87.836618285,2
11711979,"THEFT","06",41.747150614,-87.699880133,1
11712316,"THEFT","06",41.765719051,-87.582436322,3
11716421,"CRIMINAL DAMAGE","06",41.891103111,-87.61482101,3
11742209,"NARCOTICS","06",41.722487203,-87.654190786,1
11711656,"THEFT","06",41.995511465,-87.794011796,1
11714772,"ROBBERY","06",41.772532392,-87.57646936,1
11719688,"ROBBERY","06",41.743660727,-87.623949738,1
11709231,"CRIMINAL DAMAGE","06",41.773256694,-87.7184812,1
11719619,"BATTERY","06",41.936996149,-87.747427406,1
11719147,"BATTERY","06",41.762026485,-87.579275866,1
11786542,"DECEPTIVE PRACTICE","06",41.737514425,-87.736094152,1
11708727,"CRIMINAL DAMAGE","06",41.988661071,-87.668292855,1
11709282,"BATTERY","06",41.726177809,-87.655500018,1
11709681,"THEFT","06",41.919318064,-87.757234303,3
11739773,"THEFT","06",41.943108594,-87.649366085,16
11708908,"ROBBERY","06",41.809518583,-87.607315264,1
11717054,"DECEPTIVE PRACTICE","06",41.889177567,-87.633183586,2
11733096,"MOTOR VEHICLE THEFT","06",41.882057241,-87.6896333,1
11737444,"BATTERY","06",41.873308481,-87.642389186,1
11725839,"BATTERY","06",41.947252263,-87.65350869,7
11708774,"BATTERY","06",41.795111262,-87.70360708,1
11719518,"BURGLARY","06",41.771049116,-87.583796513,1
11729180,"OTHER OFFENSE","06",41.711932996,-87.616318111,1
11711124,"BATTERY","06",41.879917156,-87.68240609,1
11711264,"BATTERY","06",41.772523095,-87.583841674,2
11726080,"CRIMINAL TRESPASS","06",41.947358181,-87.679783243,1
11737311,"BURGLARY","06",41.759663864,-87.587718844,1
11736162,"DECEPTIVE PRACTICE","06",41.809783162,-87.671081655,1
11721977,"THEFT","06",41.954346966,-87.66488145,2
11743481,"THEFT","06",41.917243399,-87.688085703,6
11732475,"THEFT","06",41.893541578,-87.629701805,10
11742040,"OTHER OFFENSE","06",41.783213706,-87.61326958,2
11740845,"CRIMINAL DAMAGE","06",41.844043878,-87.625286201,1
11722918,"CRIMINAL DAMAGE","06",41.754268506,-87.644873166,4
11724277,"BATTERY","06",41.798514293,-87.667137847,1
11729979,"PUBLIC PEACE VIOLATION","06",41.862899815,-87.711077536,2
11726549,"ROBBERY","06",41.773526837,-87.569572928,1
11715828,"BATTERY","06",41.87118325,-87.731921562,1
11716978,"BATTERY","06",41.887106542,-87.774523793,1
11728963,"BATTERY","06",41.656503361,-87.547138434,2
11722188,"THEFT","06",41.862117771,-87.703038145,2
11713025,"DECEPTIVE PRACTICE","06",41.894465726,-87.624241063,5
11723443,"NARCOTICS","06",41.885651533,-87.75446672,3
11730483,"BATTERY","06",41.814133279,-87.599357934,1
11731870,"THEFT","06",41.949109352,-87.650147431,4
11735893,"MOTOR VEHICLE THEFT","06",41.705269969,-87.698962041,1
11723399,"THEFT","06",41.908452883,-87.675859937,1
11713909,"OTHER OFFENSE","06",41.843444721,-87.729392198,1
11743728,"CRIMINAL TRESPASS","06",41.99462997,-87.693447991,1
11712508,"BATTERY","06",41.767407025,-87.6212652,2
11712123,"DECEPTIVE PRACTICE","06",41.970631066,-87.659713788,2
11712505,"BATTERY","06",41.710889788,-87.568175992,1
11709020,"BATTERY","06",41.893932344,-87.763530103,1
11738053,"BATTERY","06",41.935942974,-87.718674167,1
11714822,"CRIMINAL DAMAGE","06",41.90155603,-87.725046688,2
11715245,"BURGLARY","06",41.91027426,-87.69123823,1
11732652,"OTHER OFFENSE","06",42.001032737,-87.665603433,2
11744021,"BATTERY","06",41.876508102,-87.690074536,2
11721638,"THEFT","06",41.923283801,-87.727960062,1
11740132,"THEFT","06",41.756274573,-87.597924829,2
11736098,"CRIMINAL DAMAGE","06",41.84992918,-87.706806157,2
11721652,"OTHER OFFENSE","06",41.948997573,-87.657225004,4
11718608,"BATTERY","06",41.954778983,-87.701931129,1
11736892,"BATTERY","06",41.777620866,-87.605867698,1
11713856,"THEFT","06",41.884493832,-87.627021129,20
11707579,"WEAPONS VIOLATION","06",41.75046233,-87.610058986,3
11715923,"INTERFERENCE WITH PUBLIC OFFICER","06",41.765882176,-87.57385334,1
11728535,"WEAPONS VIOLATION","06",41.754686383,-87.619364458,1
11714155,"THEFT","06",41.884512384,-87.619812122,2
11716606,"THEFT","06",41.900797625,-87.624839547,1
11718390,"ASSAULT","06",41.909444913,-87.760096788,2
11713623,"THEFT","06",42.019299645,-87.668246026,1
11740967,"BATTERY","06",41.784422688,-87.629004192,1
11730772,"THEFT","06",41.909614875,-87.747016581,8
11726225,"BATTERY","06",41.952739718,-87.726295457,2
11736300,"ASSAULT","06",41.877563214,-87.684941589,7
11728839,"BURGLARY","06",41.935175964,-87.813977243,1
11708466,"BATTERY","06",41.796005609,-87.620879042,1
11725211,"ROBBERY","06",41.756974675,-87.649055399,1
11723781,"THEFT","06",41.890455604,-87.6241128,3
11746654,"CRIMINAL DAMAGE","06",41.751407191,-87.593806252,2
11717774,"BATTERY","06",41.765885497,-87.632227405,1
11720496,"DECEPTIVE PRACTICE","06",41.851034751,-87.705231765,2
11782621,"DECEPTIVE PRACTICE","06",41.738695015,-87.588620975,1
11711251,"THEFT","06",41.809871411,-87.674976244,1
11736975,"MOTOR VEHICLE THEFT","06",41.894385217,-87.716281379,2
11717923,"BURGLARY","06",41.752006965,-87.641635681,3
11755980,"CRIMINAL DAMAGE","06",41.722403581,-87.645667643,1
11718396,"BATTERY","06",41.886494636,-87.699989161,1
11716869,"THEFT","06",41.901133376,-87.629904979,4
11729206,"THEFT","06",41.93467909,-87.636706827,5
11719039,"CRIMINAL DAMAGE","06",41.893325357,-87.624885406,1
11735917,"NARCOTICS","06",41.903113054,-87.643199348,4
11734358,"BATTERY","06",41.959041217,-87.656265869,3
11710042,"BURGLARY","06",41.897948884,-87.663673782,2
11728427,"THEFT","06",41.908185345,-87.639713484,4
11734643,"BATTERY","06",41.680387824,-87.641993191,2
11730739,"THEFT","06",41.869650084,-87.719636419,2
11718944,"SEX OFFENSE","06",41.824793082,-87.623098871,1
11723849,"THEFT","06",41.85199252,-87.688888738,12
11715860,"CRIMINAL DAMAGE","06",41.727924561,-87.660401616,1
11712492,"THEFT","06",41.890388724,-87.631091625,1
11717802,"DECEPTIVE PRACTICE","06",41.711821138,-87.624830985,1
11738996,"CRIMINAL DAMAGE","06",42.01504688,-87.663179035,5
11715599,"ROBBERY","06",41.854649511,-87.705335883,2
11725742,"ASSAULT","06",41.871111747,-87.747823853,2
11707135,"NARCOTICS","06",41.845527098,-87.698756503,1
11718805,"WEAPONS VIOLATION","06",41.742203382,-87.657156283,1
11714869,"WEAPONS VIOLATION","06",41.844836588,-87.731060004,1
11712559,"BATTERY","06",41.862409706,-87.732939912,1
11735099,"THEFT","06",41.69340045,-87.630964719,2
11727521,"ROBBERY","06",41.82431282,-87.710592783,1
11738067,"THEFT","06",41.742656445,-87.632018466,6
11720406,"ASSAULT","06",41.789847106,-87.671759926,1
11710409,"ROBBERY","06",41.754906915,-87.566293711,1
11730818,"SEX OFFENSE","06",41.765112765,-87.590064004,2
11723858,"SEX OFFENSE","06",41.859836913,-87.70296877,2
11712058,"BATTERY","06",41.674217793,-87.615020144,3
11726433,"DECEPTIVE PRACTICE","06",41.968729662,-87.681157055,1
11720088,"BATTERY","06",41.883211912,-87.631438294,1
11728006,"CRIMINAL DAMAGE","06",41.893281677,-87.627596446,8
11729605,"THEFT","06",41.935855273,-87.644257764,2
11714229,"CRIMINAL DAMAGE","06",41.777876516,-87.770651929,1
11737412,"THEFT","06",41.993125032,-87.655481712,2
11712685,"CRIMINAL DAMAGE","06",41.751164599,-87.612198632,2
11724199,"BATTERY","06",41.771046165,-87.621298271,1
11709363,"DECEPTIVE PRACTICE","06",41.985199453,-87.770713268,1
11711156,"CRIMINAL TRESPASS","06",42.009500384,-87.690929362,1
11712928,"MOTOR VEHICLE THEFT","06",41.907732991,-87.750380524,1
11740322,"OFFENSE INVOLVING CHILDREN","06",41.811409222,-87.669905766,1
11714579,"MOTOR VEHICLE THEFT","06",41.980299025,-87.76473209,1
11738001,"CRIMINAL DAMAGE","06",41.968538551,-87.697971014,6
11735863,"ROBBERY","06",41.831421873,-87.669200129,1
11717856,"ROBBERY","06",41.910500128,-87.732463754,1
11720123,"THEFT","06",42.019399237,-87.675049485,4
11771623,"DECEPTIVE PRACTICE","06",41.911068362,-87.641794743,1
11736486,"DECEPTIVE PRACTICE","06",41.794260938,-87.698694036,1
11726976,"THEFT","06",41.736974989,-87.693000355,2
11737893,"NARCOTICS","06",41.75465322,-87.559971079,1
11717556,"BATTERY","06",41.882005477,-87.628917682,1
11717143,"BATTERY","06",41.972111061,-87.667861958,1
11725083,"BATTERY","06",41.779104583,-87.694304586,1
11724124,"BATTERY","06",41.865103053,-87.730032793,1
11713590,"ASSAULT","06",41.891316439,-87.631118191,2
11721424,"CRIMINAL DAMAGE","06",41.749641765,-87.647652764,1
11721053,"THEFT","06",41.727836272,-87.56575858,1
11728358,"CRIMINAL DAMAGE","06",41.964901466,-87.710810326,1
11740506,"THEFT","06",41.881203182,-87.647342333,6
11728658,"BATTERY","06",41.860066967,-87.720117178,8
11728884,"ROBBERY","06",41.86702863,-87.654645662,1
11713816,"OTHER OFFENSE","06",41.932702349,-87.702538473,2
11719556,"BATTERY","06",41.800404543,-87.67083715,1
11734484,"BATTERY","06",41.754388186,-87.566285228,1
11732329,"DECEPTIVE PRACTICE","06",41.772252026,-87.629943858,1
11732646,"BATTERY","06",41.759910096,-87.633853839,1
11712976,"THEFT","06",41.851986737,-87.689325583,1
11737463,"THEFT","06",41.954478257,-87.735462513,1
11721401,"CRIMINAL DAMAGE","06",41.778864596,-87.6642029,3
11739990,"THEFT","06",41.808018808,-87.664959644,1
11732411,"CRIMINAL DAMAGE","06",41.90132405,-87.628330712,2
11750606,"BATTERY","06",41.771073064,-87.568278663,3
11733946,"WEAPONS VIOLATION","06",41.865232556,-87.694604079,1
11723323,"MOTOR VEHICLE THEFT","06",41.93135843,-87.759713197,1
11731299,"DECEPTIVE PRACTICE","06",41.896714548,-87.625340136,1
11724260,"BATTERY","06",41.95373476,-87.719378212,1
11712886,"OTHER OFFENSE","06",41.758047375,-87.600499493,1
11731258,"CRIMINAL DAMAGE","06",41.722845583,-87.642036442,3
11734571,"ARSON","06",41.789281966,-87.619970768,1
11709071,"CRIMINAL DAMAGE","06",41.806842785,-87.740688462,1
11735205,"THEFT","06",41.831014114,-87.617317037,1
11720224,"OTHER OFFENSE","06",41.809368812,-87.617558131,3
11737615,"NARCOTICS","06",41.906372334,-87.773081075,5
11737938,"THEFT","06",41.890336879,-87.625329768,2
11727303,"THEFT","06",41.928721641,-87.672495127,2
11717025,"CRIMINAL DAMAGE","06",41.805077058,-87.618046039,3
11731163,"BATTERY","06",41.866937617,-87.624141504,4
11742971,"THEFT","06",41.680448912,-87.638470931,1
11727006,"BATTERY","06",41.769473998,-87.690708739,2
11741600,"BATTERY","06",41.889608521,-87.760443111,1
11732567,"THEFT","06",41.803153058,-87.607504496,1
11721750,"THEFT","06",41.934650052,-87.671221108,1
11726645,"THEFT","06",41.910677544,-87.631655489,1
11730581,"MOTOR VEHICLE THEFT","06",41.922529111,-87.663229418,1
11711852,"OTHER OFFENSE","06",41.929646535,-87.752172863,1
11717589,"THEFT","06",41.884497529,-87.625838595,13
11749055,"THEFT","06",41.936017523,-87.752497256,1
11723464,"THEFT","06",41.891042759,-87.770787379,1
11711470,"BATTERY","06",41.707027472,-87.63435046,6
11741664,"CRIMINAL DAMAGE","06",41.88489739,-87.766676821,8
11708110,"BATTERY","06",41.67871892,-87.645594797,1
11707833,"BATTERY","06",42.021798712,-87.671892856,1
11745670,"OTHER OFFENSE","06",41.960493543,-87.710676751,1
11734389,"OTHER OFFENSE","06",41.777630208,-87.609519161,1
11713338,"OTHER OFFENSE","06",41.903628292,-87.725115181,2
11713214,"CRIMINAL DAMAGE","06",41.737297774,-87.721517309,1
11707835,"BATTERY","06",41.983052435,-87.710453322,1
11723581,"BATTERY","06",41.762690295,-87.642965115,1
11720692,"BATTERY","06",41.903559482,-87.727672548,2
11715161,"MOTOR VEHICLE THEFT","06",41.763172325,-87.616810899,1
11725040,"INTERFERENCE WITH PUBLIC OFFICER","06",41.878891251,-87.723998503,1
11723884,"OTHER OFFENSE","06",41.76038441,-87.702509938,1
11719186,"NARCOTICS","06",41.779975054,-87.630937377,10
11731015,"THEFT","06",41.684273347,-87.650638989,1
11714742,"CRIM SEXUAL ASSAULT","06",41.978502115,-87.712399061,1
11732580,"OTHER OFFENSE","06",41.695275181,-87.620768866,1
11740396,"KIDNAPPING","06",41.874058172,-87.746034521,1
11716475,"THEFT","06",41.909664252,-87.742728815,21
11739576,"BATTERY","06",41.781629386,-87.614445908,1
11754884,"DECEPTIVE PRACTICE","06",41.699910328,-87.696488062,1
11715135,"BURGLARY","06",41.793686636,-87.694104755,3
11741446,"THEFT","06",41.968538551,-87.697971014,6
11726042,"THEFT","06",41.940542214,-87.694529353,2
11735460,"BATTERY","06",41.964618881,-87.656975296,4
11718644,"THEFT","06",41.809125265,-87.631906508,6
11726268,"CRIMINAL TRESPASS","06",41.907153315,-87.639680572,10
11719418,"NARCOTICS","06",41.900860021,-87.724722698,2
11740171,"CRIMINAL DAMAGE","06",41.801484697,-87.633174476,1
11713979,"NARCOTICS","06",41.860422631,-87.695727542,1
11736602,"DECEPTIVE PRACTICE","06",41.915473346,-87.716034197,1
11743465,"DECEPTIVE PRACTICE","06",41.807738845,-87.66495155,1
11719803,"OTHER OFFENSE","06",41.791517655,-87.681233023,1
11719429,"CRIMINAL DAMAGE","06",41.755578813,-87.644170146,1
11740910,"BATTERY","06",41.767886662,-87.650548686,1
11736756,"DECEPTIVE PRACTICE","06",41.916979354,-87.741996341,1
